v,nu,n,alpha,contam,s,KSstats,ADstats,h
8,6,79,0.025,,,1.162476618,0.308998576,77
8,6,79,0.05,,,1.097250854,0.252754095,75
8,6,79,0.075,,,1.079420166,0.22599937,73
8,6,79,0.1,,,1.016865191,0.188937209,72
8,6,79,0.125,,,1.092823376,0.188646172,70
8,6,79,0.15,,,1.163109063,0.195199945,68
8,6,79,0.175,,,1.281091298,0.212742634,66
8,6,79,0.2,,,1.284111685,0.222406526,65
8,6,79,0.225,,,1.394393042,0.252682122,63
8,6,79,0.25,,,1.529017829,0.296629887,61
8,6,79,0.375,,,2.056509465,0.731070467,52
8,6,79,0.5,,,2.772507098,1.737464796,44
8,6,100,0,,,1.438046196,0.560249089,100
8,6,100,0.005,,,1.367120924,0.47937629,99
8,6,100,0.01,,,1.236228569,0.360067696,99
8,6,100,0.015,,,1.268291751,0.375700441,98
8,6,100,0.02,,,1.17956399,0.307150088,98
8,6,100,0.025,,,1.207248887,0.33398318,97
8,6,100,0.05,,,1.076947683,0.242038475,95
8,6,100,0.075,,,1.027199983,0.204051403,93
8,6,100,0.1,,,1.048064726,0.197062824,90
8,6,100,0.125,,,1.063947792,0.188016053,88
8,6,100,0.15,,,1.09235658,0.188160446,86
8,6,100,0.175,,,1.221121097,0.197816131,83
8,6,100,0.2,,,1.289601468,0.213164688,81
8,6,100,0.225,,,1.343042326,0.233141904,79
8,6,100,0.25,,,1.394876547,0.260832458,77
8,6,100,0.375,,,1.941920243,0.637232172,65
8,6,100,0.5,,,2.554302719,1.499043112,54
8,6,126,0,,,1.456634769,0.577462656,126
8,6,126,0.005,,,1.35844309,0.471024961,125
8,6,126,0.01,,,1.337914178,0.455685393,124
8,6,126,0.015,,,1.215261128,0.35317255,124
8,6,126,0.02,,,1.231236834,0.354244104,123
8,6,126,0.025,,,1.144820974,0.288025333,123
8,6,126,0.05,,,1.056539301,0.235079284,120
8,6,126,0.075,,,1.011144159,0.20805106,117
8,6,126,0.1,,,0.994945808,0.188842431,114
8,6,126,0.125,,,1.012128687,0.177055709,111
8,6,126,0.15,,,1.045481071,0.174029107,108
8,6,126,0.175,,,1.107579697,0.183210018,105
8,6,126,0.2,,,1.164308356,0.193285989,102
8,6,126,0.225,,,1.25881351,0.212983567,99
8,6,126,0.25,,,1.327262589,0.240859715,96
8,6,126,0.375,,,1.793588726,0.546046593,81
8,6,126,0.5,,,2.320253232,1.23932774,67
8,6,158,0,,,1.458794653,0.575148884,158
8,6,158,0.005,,,1.326552875,0.435841547,157
8,6,158,0.01,,,1.300698335,0.395286341,156
8,6,158,0.015,,,1.269934513,0.380989138,155
8,6,158,0.02,,,1.16943832,0.299198276,155
8,6,158,0.025,,,1.155235915,0.297313854,154
8,6,158,0.05,,,1.085648006,0.243147212,150
8,6,158,0.075,,,1.047326753,0.21980056,146
8,6,158,0.1,,,0.990572058,0.189753382,143
8,6,158,0.125,,,0.993484319,0.182456087,139
8,6,158,0.15,,,1.025564613,0.181921019,135
8,6,158,0.175,,,1.079028797,0.184498812,131
8,6,158,0.2,,,1.090971307,0.188957129,128
8,6,158,0.225,,,1.17064325,0.203777709,124
8,6,158,0.25,,,1.254011723,0.221579619,120
8,6,158,0.375,,,1.65456193,0.458004802,101
8,6,158,0.5,,,2.140018439,1.025762667,83
8,6,199,0,,,1.419652887,0.53863986,199
8,6,199,0.005,,,1.274634385,0.385537156,198
8,6,199,0.01,,,1.213775089,0.340381772,197
8,6,199,0.015,,,1.173736132,0.312170251,196
8,6,199,0.02,,,1.16563819,0.291264554,195
8,6,199,0.025,,,1.139783764,0.276822277,194
8,6,199,0.05,,,1.06649642,0.231159775,189
8,6,199,0.075,,,1.030968122,0.208807086,184
8,6,199,0.1,,,0.981236567,0.181132268,180
8,6,199,0.125,,,0.974084099,0.174246494,175
8,6,199,0.15,,,0.996718123,0.17266669,170
8,6,199,0.175,,,1.043011329,0.171601581,165
8,6,199,0.2,,,1.055677877,0.17771635,161
8,6,199,0.225,,,1.121296658,0.18863475,156
8,6,199,0.25,,,1.179021379,0.207971714,151
8,6,199,0.375,,,1.536125465,0.397733989,127
8,6,199,0.5,,,1.930204802,0.839825959,104
8,6,251,0,,,1.480163707,0.586032263,251
8,6,251,0.005,,,1.37658851,0.489190551,249
8,6,251,0.01,,,1.284496201,0.394789467,248
8,6,251,0.015,,,1.219084847,0.348848855,247
8,6,251,0.02,,,1.179301905,0.314821734,246
8,6,251,0.025,,,1.199314564,0.323723228,244
8,6,251,0.05,,,1.093143991,0.256377987,238
8,6,251,0.075,,,1.023834254,0.218291881,232
8,6,251,0.1,,,0.991116843,0.197762277,226
8,6,251,0.125,,,0.974847285,0.182949892,220
8,6,251,0.15,,,0.978664476,0.174495024,214
8,6,251,0.175,,,0.982296236,0.170931472,208
8,6,251,0.2,,,1.026376858,0.172837688,202
8,6,251,0.225,,,1.077978802,0.179049338,196
8,6,251,0.25,,,1.116265463,0.190479065,190
8,6,251,0.375,,,1.433486248,0.349304755,160
8,6,251,0.5,,,1.845013967,0.740556077,130
8,6,316,0,,,1.426991621,0.545305706,316
8,6,316,0.005,,,1.288520862,0.404401104,314
8,6,316,0.01,,,1.264872416,0.375998215,312
8,6,316,0.015,,,1.198843604,0.319416727,311
8,6,316,0.02,,,1.187562831,0.310296442,309
8,6,316,0.025,,,1.140397036,0.274919783,308
8,6,316,0.05,,,1.080779516,0.2326359,300
8,6,316,0.075,,,1.040290791,0.204621658,292
8,6,316,0.1,,,0.991503973,0.18470432,285
8,6,316,0.125,,,0.973252069,0.173154393,277
8,6,316,0.15,,,0.985634921,0.165556547,269
8,6,316,0.175,,,0.979101833,0.163014049,262
8,6,316,0.2,,,1.007381739,0.166402512,254
8,6,316,0.225,,,1.047829319,0.172434715,246
8,6,316,0.25,,,1.088103928,0.181538991,239
8,6,316,0.375,,,1.387245399,0.315297846,200
8,6,316,0.5,,,1.732990396,0.648167064,162
8,6,398,0,,,1.443217352,0.552183288,398
8,6,398,0.005,,,1.266898775,0.383111895,396
8,6,398,0.01,,,1.221841327,0.342167208,394
8,6,398,0.015,,,1.194800727,0.317251676,392
8,6,398,0.02,,,1.169460577,0.2975147,390
8,6,398,0.025,,,1.14072752,0.281376373,388
8,6,398,0.05,,,1.08255268,0.23859166,378
8,6,398,0.075,,,1.023658149,0.206870476,368
8,6,398,0.1,,,0.977300619,0.185107237,359
8,6,398,0.125,,,0.959293291,0.172234164,349
8,6,398,0.15,,,0.963133598,0.16647352,339
8,6,398,0.175,,,0.969065549,0.166578623,329
8,6,398,0.2,,,0.98080451,0.164061015,320
8,6,398,0.225,,,1.00692815,0.171721764,310
8,6,398,0.25,,,1.047736377,0.178220079,300
8,6,398,0.375,,,1.328811957,0.284822278,251
8,6,398,0.5,,,1.644730608,0.569598156,203
8,6,501,0,,,1.458231737,0.547909297,501
8,6,501,0.005,,,1.315157378,0.409795169,498
8,6,501,0.01,,,1.24092988,0.343164766,496
8,6,501,0.015,,,1.227530054,0.330089547,493
8,6,501,0.02,,,1.178766574,0.296524079,491
8,6,501,0.025,,,1.180597119,0.295266878,488
8,6,501,0.05,,,1.095028932,0.238343292,476
8,6,501,0.075,,,1.030156177,0.209940491,464
8,6,501,0.1,,,0.995331812,0.195489486,451
8,6,501,0.125,,,0.972065932,0.17673367,439
8,6,501,0.15,,,0.956573751,0.170468863,427
8,6,501,0.175,,,0.967971216,0.164280699,414
8,6,501,0.2,,,0.973401809,0.162740385,402
8,6,501,0.225,,,0.994008393,0.165163756,390
8,6,501,0.25,,,1.032357271,0.172690609,378
8,6,501,0.375,,,1.25646462,0.261076348,316
8,6,501,0.5,,,1.542473897,0.493536125,255
8,6,632,0,,,1.424772162,0.530542412,632
8,6,632,0.005,,,1.310694833,0.417123307,628
8,6,632,0.01,,,1.248016184,0.359078163,625
8,6,632,0.015,,,1.211749146,0.324618422,622
8,6,632,0.02,,,1.180520999,0.301323693,619
8,6,632,0.025,,,1.150771782,0.279169706,616
8,6,632,0.05,,,1.089949916,0.234753956,600
8,6,632,0.075,,,1.037041369,0.202045684,585
8,6,632,0.1,,,1.003891192,0.189728216,569
8,6,632,0.125,,,0.976985241,0.176648918,554
8,6,632,0.15,,,0.956771976,0.169235422,538
8,6,632,0.175,,,0.952417039,0.164794124,522
8,6,632,0.2,,,0.951449302,0.16131164,507
8,6,632,0.225,,,0.977354518,0.161357082,491
8,6,632,0.25,,,0.995544473,0.163577058,476
8,6,632,0.375,,,1.228184457,0.243148919,398
8,6,632,0.5,,,1.517220932,0.466414108,320
8,6,795,0,,,1.42939109,0.547369002,795
8,6,795,0.005,,,1.2682307,0.364456628,791
8,6,795,0.01,,,1.214584253,0.324157848,787
8,6,795,0.015,,,1.20033229,0.29817571,783
8,6,795,0.02,,,1.168830981,0.282617632,779
8,6,795,0.025,,,1.150868792,0.273290114,775
8,6,795,0.05,,,1.080163407,0.226018864,755
8,6,795,0.075,,,1.037019785,0.197260223,736
8,6,795,0.1,,,0.994800225,0.179374146,716
8,6,795,0.125,,,0.974101664,0.16884587,696
8,6,795,0.15,,,0.953540495,0.162613696,677
8,6,795,0.175,,,0.950164581,0.159309808,657
8,6,795,0.2,,,0.949267225,0.153746602,637
8,6,795,0.225,,,0.951775094,0.155190087,618
8,6,795,0.25,,,0.981583873,0.156531593,598
8,6,795,0.375,,,1.158728472,0.220866072,500
8,6,795,0.5,,,1.418989731,0.402119616,402
8,6,1001,0,,,1.452766726,0.561698875,1001
8,6,1001,0.005,,,1.268466354,0.372460732,996
8,6,1001,0.01,,,1.227099327,0.330783807,991
8,6,1001,0.015,,,1.196922583,0.306167961,986
8,6,1001,0.02,,,1.166965536,0.288607641,981
8,6,1001,0.025,,,1.147668102,0.274633132,976
8,6,1001,0.05,,,1.081085533,0.226733745,951
8,6,1001,0.075,,,1.030772469,0.204402233,926
8,6,1001,0.1,,,0.994866789,0.186318054,901
8,6,1001,0.125,,,0.963852962,0.172221846,877
8,6,1001,0.15,,,0.948145054,0.160548407,852
8,6,1001,0.175,,,0.938512783,0.155133648,827
8,6,1001,0.2,,,0.941925967,0.151852569,802
8,6,1001,0.225,,,0.949369565,0.151696202,777
8,6,1001,0.25,,,0.965256641,0.155659463,753
8,6,1001,0.375,,,1.121162953,0.206267604,629
8,6,1001,0.5,,,1.358123392,0.357273234,505
8,6,1261,0,,,1.444216226,0.535862757,1261
8,6,1261,0.005,,,1.290390483,0.37231027,1254
8,6,1261,0.01,,,1.230434533,0.332837351,1248
8,6,1261,0.015,,,1.201044552,0.301441193,1242
8,6,1261,0.02,,,1.199255481,0.291847872,1235
8,6,1261,0.025,,,1.174156507,0.272731803,1229
8,6,1261,0.05,,,1.095235101,0.227655981,1198
8,6,1261,0.075,,,1.037916893,0.204034285,1167
8,6,1261,0.1,,,0.996981095,0.186494451,1135
8,6,1261,0.125,,,0.974600124,0.174083876,1104
8,6,1261,0.15,,,0.959579805,0.167342476,1073
8,6,1261,0.175,,,0.948359494,0.160568995,1041
8,6,1261,0.2,,,0.948222577,0.157943734,1010
8,6,1261,0.225,,,0.953781273,0.157405698,979
8,6,1261,0.25,,,0.96313272,0.157751976,948
8,6,1261,0.375,,,1.116468705,0.209005913,791
8,6,1261,0.5,,,1.350189591,0.359541963,635
8,6,1588,0,,,1.457754374,0.561218338,1588
8,6,1588,0.005,,,1.263024403,0.368127118,1580
8,6,1588,0.01,,,1.224566048,0.331650481,1572
8,6,1588,0.015,,,1.188245646,0.306442846,1564
8,6,1588,0.02,,,1.168833263,0.284682265,1556
8,6,1588,0.025,,,1.160418618,0.27062949,1548
8,6,1588,0.05,,,1.093110452,0.225758069,1509
8,6,1588,0.075,,,1.042295958,0.199304629,1469
8,6,1588,0.1,,,1.001960917,0.182540056,1430
8,6,1588,0.125,,,0.972877984,0.171566483,1390
8,6,1588,0.15,,,0.95565064,0.163607249,1351
8,6,1588,0.175,,,0.946449997,0.155627289,1311
8,6,1588,0.2,,,0.940189459,0.152508483,1272
8,6,1588,0.225,,,0.944932454,0.152421632,1232
8,6,1588,0.25,,,0.945415631,0.153972059,1193
8,6,1588,0.375,,,1.091166701,0.198069593,995
8,6,1588,0.5,,,1.311595773,0.334432928,798
8,6,2000,0,,,1.470118883,0.583069401,2000
8,6,2000,0.005,,,1.27367082,0.382316026,1990
8,6,2000,0.01,,,1.230551522,0.332664136,1980
8,6,2000,0.015,,,1.203467192,0.30638714,1970
8,6,2000,0.02,,,1.17029411,0.289307156,1960
8,6,2000,0.025,,,1.159360343,0.276116401,1950
8,6,2000,0.05,,,1.093379525,0.229706137,1900
8,6,2000,0.075,,,1.039419092,0.206274211,1850
8,6,2000,0.1,,,1.001929833,0.184206149,1800
8,6,2000,0.125,,,0.968162116,0.172113147,1751
8,6,2000,0.15,,,0.944215019,0.163429566,1701
8,6,2000,0.175,,,0.93186859,0.155226322,1651
8,6,2000,0.2,,,0.920888568,0.150863962,1601
8,6,2000,0.225,,,0.929191172,0.149175046,1551
8,6,2000,0.25,,,0.940880338,0.150430964,1502
8,6,2000,0.375,,,1.076024042,0.192071103,1253
8,6,2000,0.5,,,1.266634542,0.311247445,1004
8,7,50,0,,,1.320996278,0.4731894,50
8,7,50,0.005,,,1.344147856,0.475349971,49
8,7,50,0.01,,,1.251467558,0.394479228,49
8,7,50,0.015,,,1.177256403,0.33727126,49
8,7,50,0.02,,,1.11420822,0.29343173,49
8,7,50,0.025,,,1.225974205,0.34387291,48
8,7,50,0.05,,,1.136573126,0.261406837,47
8,7,50,0.075,,,1.165540848,0.226335222,46
8,7,50,0.1,,,1.276291027,0.213182659,45
8,7,50,0.125,,,1.387367414,0.216244021,44
8,7,50,0.15,,,1.498973648,0.236448337,43
8,7,50,0.175,,,1.628623428,0.276180688,42
8,7,50,0.2,,,1.774480617,0.335595474,41
8,7,50,0.225,,,1.879732158,0.403283141,40
8,7,50,0.25,,,2.017232482,0.49384257,39
8,7,50,0.375,,,2.78574387,1.327524866,34
8,7,50,0.5,,,4.374158008,4.199495542,29
8,7,63,0,,,1.331411902,0.469500469,63
8,7,63,0.005,,,1.343333833,0.454745465,62
8,7,63,0.01,,,1.238387791,0.368236293,62
8,7,63,0.015,,,1.157684145,0.30923669,62
8,7,63,0.02,,,1.21993361,0.350418606,61
8,7,63,0.025,,,1.156048403,0.305146988,61
8,7,63,0.05,,,1.045615674,0.228430893,60
8,7,63,0.075,,,1.114678445,0.219997458,58
8,7,63,0.1,,,1.123264243,0.198093444,57
8,7,63,0.125,,,1.163545554,0.192876787,56
8,7,63,0.15,,,1.365153141,0.21654331,54
8,7,63,0.175,,,1.421942775,0.229481376,53
8,7,63,0.2,,,1.474375163,0.260612684,52
8,7,63,0.225,,,1.695579571,0.337812607,50
8,7,63,0.25,,,1.752967166,0.381339051,49
8,7,63,0.375,,,2.514988152,1.095953337,42
8,7,63,0.5,,,3.431002416,2.672801315,36
8,7,79,0,,,1.332505442,0.460707531,79
8,7,79,0.005,,,1.322070505,0.438386442,78
8,7,79,0.01,,,1.206593085,0.345707767,78
8,7,79,0.015,,,1.253379333,0.377745031,77
8,7,79,0.02,,,1.171980645,0.318316872,77
8,7,79,0.025,,,1.107897192,0.274515442,77
8,7,79,0.05,,,1.056596505,0.233965674,75
8,7,79,0.075,,,1.067053898,0.208567842,73
8,7,79,0.1,,,1.02545073,0.183462836,72
8,7,79,0.125,,,1.07488769,0.18379402,70
8,7,79,0.15,,,1.182990945,0.195592425,68
8,7,79,0.175,,,1.307587276,0.215004012,66
8,7,79,0.2,,,1.327767793,0.228985377,65
8,7,79,0.225,,,1.437163681,0.267306476,63
8,7,79,0.25,,,1.587380121,0.319766069,61
8,7,79,0.375,,,2.207279754,0.845595813,52
8,7,79,0.5,,,3.001612088,2.027113566,44
8,7,100,0,,,1.333948076,0.452551017,100
8,7,100,0.005,,,1.285849563,0.404718202,99
8,7,100,0.01,,,1.167601251,0.308323641,99
8,7,100,0.015,,,1.204762537,0.333807816,98
8,7,100,0.02,,,1.127364129,0.276777682,98
8,7,100,0.025,,,1.152139361,0.291698304,97
8,7,100,0.05,,,1.047958696,0.224522663,95
8,7,100,0.075,,,0.993909512,0.192345372,93
8,7,100,0.1,,,1.047171623,0.194266889,90
8,7,100,0.125,,,1.072783572,0.184598425,88
8,7,100,0.15,,,1.110337606,0.186821436,86
8,7,100,0.175,,,1.261206453,0.203122101,83
8,7,100,0.2,,,1.326676709,0.220840253,81
8,7,100,0.225,,,1.388220381,0.245280824,79
8,7,100,0.25,,,1.4461914,0.28027417,77
8,7,100,0.375,,,2.021153117,0.722704799,65
8,7,100,0.5,,,2.726447931,1.748206299,54
8,7,126,0,,,1.326334191,0.457320672,126
8,7,126,0.005,,,1.261476486,0.394975835,125
8,7,126,0.01,,,1.261622246,0.385771425,124
8,7,126,0.015,,,1.157674544,0.313587555,124
8,7,126,0.02,,,1.173456446,0.315451283,123
8,7,126,0.025,,,1.096092667,0.263259177,123
8,7,126,0.05,,,1.013169702,0.219754612,120
8,7,126,0.075,,,0.980524569,0.194880739,117
8,7,126,0.1,,,0.976701485,0.179726446,114
8,7,126,0.125,,,0.997833597,0.174896418,111
8,7,126,0.15,,,1.056266939,0.177007086,108
8,7,126,0.175,,,1.120082673,0.185806518,105
8,7,126,0.2,,,1.17958381,0.197686095,102
8,7,126,0.225,,,1.285130926,0.219901975,99
8,7,126,0.25,,,1.359848939,0.251265613,96
8,7,126,0.375,,,1.880166625,0.597908759,81
8,7,126,0.5,,,2.424113811,1.391173667,67
8,7,158,0,,,1.336887611,0.449446814,158
8,7,158,0.005,,,1.230792795,0.356584998,157
8,7,158,0.01,,,1.21863146,0.334900391,156
8,7,158,0.015,,,1.199364891,0.323174165,155
8,7,158,0.02,,,1.108161682,0.258905678,155
8,7,158,0.025,,,1.099175142,0.259028536,154
8,7,158,0.05,,,1.040618257,0.221670831,150
8,7,158,0.075,,,1.022149982,0.202212615,146
8,7,158,0.1,,,0.97378833,0.181474187,143
8,7,158,0.125,,,0.987767102,0.176269459,139
8,7,158,0.15,,,1.026783142,0.176943265,135
8,7,158,0.175,,,1.093075304,0.184664359,131
8,7,158,0.2,,,1.104582272,0.193020015,128
8,7,158,0.225,,,1.18591453,0.206703302,124
8,7,158,0.25,,,1.276679096,0.233050443,120
8,7,158,0.375,,,1.724471119,0.503276418,101
8,7,158,0.5,,,2.23740828,1.177098529,83
8,7,199,0,,,1.3102178,0.436651413,199
8,7,199,0.005,,,1.191214378,0.331407336,198
8,7,199,0.01,,,1.150179668,0.302384068,197
8,7,199,0.015,,,1.125116216,0.278616919,196
8,7,199,0.02,,,1.102007057,0.263954199,195
8,7,199,0.025,,,1.089741031,0.249792327,194
8,7,199,0.05,,,1.04143217,0.215267915,189
8,7,199,0.075,,,1.001823204,0.19582894,184
8,7,199,0.1,,,0.966966937,0.174228107,180
8,7,199,0.125,,,0.976043672,0.169070522,175
8,7,199,0.15,,,1.002975996,0.171696269,170
8,7,199,0.175,,,1.046287202,0.174717854,165
8,7,199,0.2,,,1.072105539,0.181458908,161
8,7,199,0.225,,,1.137036673,0.196489675,156
8,7,199,0.25,,,1.22269309,0.216265377,151
8,7,199,0.375,,,1.612976128,0.440199217,127
8,7,199,0.5,,,2.02130618,0.941698307,104
8,7,251,0,,,1.349462092,0.458157361,251
8,7,251,0.005,,,1.289453291,0.405124985,249
8,7,251,0.01,,,1.228498219,0.340769612,248
8,7,251,0.015,,,1.167553475,0.307107508,247
8,7,251,0.02,,,1.134067143,0.284508552,246
8,7,251,0.025,,,1.15430831,0.287323178,244
8,7,251,0.05,,,1.069113222,0.234633374,238
8,7,251,0.075,,,1.006490061,0.20557679,232
8,7,251,0.1,,,0.97100497,0.18610118,226
8,7,251,0.125,,,0.967189711,0.175665055,220
8,7,251,0.15,,,0.973130828,0.170077457,214
8,7,251,0.175,,,0.99943745,0.169461817,208
8,7,251,0.2,,,1.048903798,0.17501701,202
8,7,251,0.225,,,1.087042062,0.184455376,196
8,7,251,0.25,,,1.146203773,0.198647511,190
8,7,251,0.375,,,1.501445315,0.383742198,160
8,7,251,0.5,,,1.93901153,0.850130992,130
8,7,316,0,,,1.325178987,0.432856468,316
8,7,316,0.005,,,1.229590014,0.338288019,314
8,7,316,0.01,,,1.216446066,0.329394159,312
8,7,316,0.015,,,1.148782613,0.281270289,311
8,7,316,0.02,,,1.156077755,0.276362658,309
8,7,316,0.025,,,1.104427735,0.249274004,308
8,7,316,0.05,,,1.043946113,0.210771872,300
8,7,316,0.075,,,1.008604529,0.192603237,292
8,7,316,0.1,,,0.958173106,0.175910171,285
8,7,316,0.125,,,0.954963089,0.168474461,277
8,7,316,0.15,,,0.978582556,0.164273287,269
8,7,316,0.175,,,0.988833257,0.166755401,262
8,7,316,0.2,,,1.027725013,0.169902139,254
8,7,316,0.225,,,1.079802723,0.177172219,246
8,7,316,0.25,,,1.107090438,0.189735891,239
8,7,316,0.375,,,1.426439382,0.341888012,200
8,7,316,0.5,,,1.822569991,0.725881057,162
8,7,398,0,,,1.324677377,0.437105033,398
8,7,398,0.005,,,1.220340357,0.327735493,396
8,7,398,0.01,,,1.172336176,0.30297041,394
8,7,398,0.015,,,1.141429374,0.283973143,392
8,7,398,0.02,,,1.122049366,0.269931816,390
8,7,398,0.025,,,1.112702904,0.257982696,388
8,7,398,0.05,,,1.048313091,0.215859482,378
8,7,398,0.075,,,1.001243315,0.196925384,368
8,7,398,0.1,,,0.95630273,0.174273751,359
8,7,398,0.125,,,0.951175562,0.16522964,349
8,7,398,0.15,,,0.951170808,0.159386296,339
8,7,398,0.175,,,0.97010739,0.160151619,329
8,7,398,0.2,,,0.987153513,0.160093148,320
8,7,398,0.225,,,1.023927621,0.16709408,310
8,7,398,0.25,,,1.07133601,0.17728934,300
8,7,398,0.375,,,1.362873252,0.313676294,251
8,7,398,0.5,,,1.691844587,0.615290092,203
8,7,501,0,,,1.321998962,0.431904242,501
8,7,501,0.005,,,1.242020999,0.345362265,498
8,7,501,0.01,,,1.167877085,0.287981764,496
8,7,501,0.015,,,1.160275356,0.287190266,493
8,7,501,0.02,,,1.127367292,0.264077067,491
8,7,501,0.025,,,1.126994791,0.256475113,488
8,7,501,0.05,,,1.048227899,0.216048145,476
8,7,501,0.075,,,0.996890882,0.191285887,464
8,7,501,0.1,,,0.97071076,0.178419282,451
8,7,501,0.125,,,0.949690475,0.167115198,439
8,7,501,0.15,,,0.944932474,0.161210207,427
8,7,501,0.175,,,0.957053308,0.158025247,414
8,7,501,0.2,,,0.97377221,0.158131896,402
8,7,501,0.225,,,1.004442007,0.162068998,390
8,7,501,0.25,,,1.046116353,0.169200917,378
8,7,501,0.375,,,1.295822517,0.269965806,316
8,7,501,0.5,,,1.59668642,0.540075595,255
8,7,632,0,,,1.322709511,0.427190458,632
8,7,632,0.005,,,1.254948532,0.368297553,628
8,7,632,0.01,,,1.197497503,0.322650044,625
8,7,632,0.015,,,1.170968021,0.298141149,622
8,7,632,0.02,,,1.151453602,0.277892397,619
8,7,632,0.025,,,1.121532661,0.260084734,616
8,7,632,0.05,,,1.070669301,0.220900053,600
8,7,632,0.075,,,1.015668347,0.195383503,585
8,7,632,0.1,,,0.981906729,0.185643144,569
8,7,632,0.125,,,0.95095918,0.175860384,554
8,7,632,0.15,,,0.945010303,0.16548474,538
8,7,632,0.175,,,0.955280442,0.161683213,522
8,7,632,0.2,,,0.963639626,0.162385394,507
8,7,632,0.225,,,1.002494679,0.165685369,491
8,7,632,0.25,,,1.017539656,0.170438999,476
8,7,632,0.375,,,1.252365445,0.257198288,398
8,7,632,0.5,,,1.566956912,0.518319096,320
8,7,795,0,,,1.322230589,0.434797212,795
8,7,795,0.005,,,1.20574394,0.322589794,791
8,7,795,0.01,,,1.171534664,0.291266431,787
8,7,795,0.015,,,1.147357374,0.274878231,783
8,7,795,0.02,,,1.128019184,0.259007468,779
8,7,795,0.025,,,1.110663707,0.249131127,775
8,7,795,0.05,,,1.061909469,0.211627946,755
8,7,795,0.075,,,1.008691412,0.189240124,736
8,7,795,0.1,,,0.976445863,0.176039861,716
8,7,795,0.125,,,0.957284559,0.16650545,696
8,7,795,0.15,,,0.941783753,0.161016163,677
8,7,795,0.175,,,0.944653858,0.15926399,657
8,7,795,0.2,,,0.958092288,0.15790345,637
8,7,795,0.225,,,0.969228319,0.157078222,618
8,7,795,0.25,,,0.996283782,0.162194221,598
8,7,795,0.375,,,1.193763381,0.231674108,500
8,7,795,0.5,,,1.47748284,0.44125827,402
8,7,1001,0,,,1.326125781,0.428783655,1001
8,7,1001,0.005,,,1.212149663,0.321126875,996
8,7,1001,0.01,,,1.190001919,0.291937427,991
8,7,1001,0.015,,,1.15508765,0.274901194,986
8,7,1001,0.02,,,1.133260444,0.260667976,981
8,7,1001,0.025,,,1.115810605,0.248361849,976
8,7,1001,0.05,,,1.060426958,0.213411774,951
8,7,1001,0.075,,,1.016571745,0.191760969,926
8,7,1001,0.1,,,0.984971658,0.176703894,901
8,7,1001,0.125,,,0.958825207,0.167509854,877
8,7,1001,0.15,,,0.95591278,0.162537837,852
8,7,1001,0.175,,,0.942105537,0.156543044,827
8,7,1001,0.2,,,0.946058184,0.153403907,802
8,7,1001,0.225,,,0.965539407,0.15548256,777
8,7,1001,0.25,,,0.964246923,0.1630244,753
8,7,1001,0.375,,,1.165205912,0.224937375,629
8,7,1001,0.5,,,1.421007139,0.408356493,505
8,7,1261,0,,,1.324446156,0.422430778,1261
8,7,1261,0.005,,,1.232905722,0.330310476,1254
8,7,1261,0.01,,,1.187818847,0.294919224,1248
8,7,1261,0.015,,,1.157629975,0.277309194,1242
8,7,1261,0.02,,,1.151031907,0.266713853,1235
8,7,1261,0.025,,,1.131844339,0.251413766,1229
8,7,1261,0.05,,,1.058520041,0.213954711,1198
8,7,1261,0.075,,,1.011767579,0.193751805,1167
8,7,1261,0.1,,,0.992302168,0.179113945,1135
8,7,1261,0.125,,,0.962871165,0.169397321,1104
8,7,1261,0.15,,,0.945836729,0.161775699,1073
8,7,1261,0.175,,,0.946170182,0.159522971,1041
8,7,1261,0.2,,,0.944976194,0.157621398,1010
8,7,1261,0.225,,,0.960228708,0.159173753,979
8,7,1261,0.25,,,0.980760407,0.160233018,948
8,7,1261,0.375,,,1.147666066,0.216028228,791
8,7,1261,0.5,,,1.363819261,0.373690624,635
8,7,1588,0,,,1.337438646,0.432822149,1588
8,7,1588,0.005,,,1.216122277,0.316823696,1580
8,7,1588,0.01,,,1.180073454,0.289464582,1572
8,7,1588,0.015,,,1.152950808,0.273234522,1564
8,7,1588,0.02,,,1.134919111,0.258624696,1556
8,7,1588,0.025,,,1.117140374,0.243985312,1548
8,7,1588,0.05,,,1.047753338,0.208556604,1509
8,7,1588,0.075,,,1.01611551,0.190283409,1469
8,7,1588,0.1,,,0.982388599,0.174848072,1430
8,7,1588,0.125,,,0.961812913,0.165370321,1390
8,7,1588,0.15,,,0.945689901,0.158538855,1351
8,7,1588,0.175,,,0.938105408,0.15442007,1311
8,7,1588,0.2,,,0.942686332,0.152659538,1272
8,7,1588,0.225,,,0.950064008,0.154421972,1232
8,7,1588,0.25,,,0.968610047,0.15522046,1193
8,7,1588,0.375,,,1.127030228,0.206980063,995
8,7,1588,0.5,,,1.34969576,0.354112664,798
8,7,2000,0,,,1.358355058,0.446995788,2000
8,7,2000,0.005,,,1.224708791,0.324901889,1990
8,7,2000,0.01,,,1.185070126,0.299793738,1980
8,7,2000,0.015,,,1.160662371,0.278868616,1970
8,7,2000,0.02,,,1.141257582,0.265662819,1960
8,7,2000,0.025,,,1.12308607,0.251251378,1950
8,7,2000,0.05,,,1.072860115,0.216213452,1900
8,7,2000,0.075,,,1.02675052,0.193594034,1850
8,7,2000,0.1,,,0.987185534,0.178753142,1800
