v,nu,n,alpha,contam,s,KSstats,ADstats,h
2,0,50,0,,,0.964435754,0.208188056,50
2,0,50,0.005,,,0.973644096,0.214761136,49
2,0,50,0.01,,,0.954383175,0.202620263,49
2,0,50,0.015,,,0.945305776,0.197811444,49
2,0,50,0.02,,,0.939032885,0.196584992,49
2,0,50,0.025,,,0.951643346,0.193796687,48
2,0,50,0.05,,,0.926115575,0.176857257,47
2,0,50,0.075,,,0.934313648,0.172159125,46
2,0,50,0.1,,,0.964230713,0.175430669,45
2,0,50,0.125,,,1.011061371,0.183697822,44
2,0,50,0.15,,,1.191770758,0.209911166,42
2,0,50,0.175,,,1.264466352,0.22903625,41
2,0,50,0.2,,,1.339355829,0.252793409,40
2,0,50,0.225,,,1.416886568,0.287365278,39
2,0,50,0.25,,,1.511355106,0.331113969,38
2,0,50,0.375,,,2.250193978,0.929728346,32
2,0,50,0.5,,,3.765458497,3.149186101,26
2,0,63,0,,,0.997101441,0.215424318,63
2,0,63,0.005,,,1.000676114,0.212420322,62
2,0,63,0.01,,,0.98507983,0.203169696,62
2,0,63,0.015,,,0.972879893,0.202210911,62
2,0,63,0.02,,,0.963302585,0.195277565,61
2,0,63,0.025,,,0.952048342,0.192354644,61
2,0,63,0.05,,,0.941129056,0.182734795,60
2,0,63,0.075,,,0.94359217,0.176079042,58
2,0,63,0.1,,,0.943565798,0.175054241,57
2,0,63,0.125,,,1.001766451,0.173957798,55
2,0,63,0.15,,,1.017637599,0.180977461,54
2,0,63,0.175,,,1.139828078,0.198982058,52
2,0,63,0.2,,,1.165433974,0.208089957,51
2,0,63,0.225,,,1.339645945,0.254398261,49
2,0,63,0.25,,,1.367141282,0.271614067,48
2,0,63,0.375,,,2.112298674,0.816101033,40
2,0,63,0.5,,,3.189149127,2.29359603,33
2,0,79,0,,,1.001963662,0.21677875,79
2,0,79,0.005,,,1.009384253,0.212520901,78
2,0,79,0.01,,,0.98060977,0.205530973,78
2,0,79,0.015,,,0.986989957,0.205830711,77
2,0,79,0.02,,,0.971974247,0.196959548,77
2,0,79,0.025,,,0.966516757,0.196387088,77
2,0,79,0.05,,,0.953985632,0.184537085,75
2,0,79,0.075,,,0.950104301,0.177634285,73
2,0,79,0.1,,,0.954342182,0.173735233,71
2,0,79,0.125,,,0.987935748,0.173431967,69
2,0,79,0.15,,,1.02543442,0.179158173,67
2,0,79,0.175,,,1.102069794,0.192156867,65
2,0,79,0.2,,,1.200480407,0.219632114,63
2,0,79,0.225,,,1.32383983,0.255930536,61
2,0,79,0.25,,,1.28134726,0.263880054,60
2,0,79,0.375,,,2.037482786,0.759659894,50
2,0,79,0.5,,,2.987970104,2.055311276,41
2,0,100,0,,,1.017919345,0.215498077,100
2,0,100,0.005,,,1.016215452,0.216021996,99
2,0,100,0.01,,,1.003011195,0.206499069,99
2,0,100,0.015,,,0.99821489,0.207614896,98
2,0,100,0.02,,,0.985062453,0.201730798,98
2,0,100,0.025,,,0.984822148,0.197583518,97
2,0,100,0.05,,,0.962723551,0.190200229,95
2,0,100,0.075,,,0.953884493,0.177944244,92
2,0,100,0.1,,,0.948298483,0.176961075,90
2,0,100,0.125,,,0.998548322,0.174894142,87
2,0,100,0.15,,,1.020204484,0.177923805,85
2,0,100,0.175,,,1.115078613,0.19405812,82
2,0,100,0.2,,,1.138382234,0.20331604,80
2,0,100,0.225,,,1.269103786,0.238756451,77
2,0,100,0.25,,,1.321096112,0.259306948,75
2,0,100,0.375,,,1.902996878,0.643171045,63
2,0,100,0.5,,,3.023637477,2.033929504,51
2,0,126,0,,,1.030875746,0.218938108,126
2,0,126,0.005,,,1.022809273,0.209784956,125
2,0,126,0.01,,,1.027127136,0.208980258,124
2,0,126,0.015,,,1.011196299,0.2043719,124
2,0,126,0.02,,,1.009694569,0.198940322,123
2,0,126,0.025,,,1.001190998,0.198309145,122
2,0,126,0.05,,,0.969669585,0.185263027,119
2,0,126,0.075,,,0.962257489,0.181880818,116
2,0,126,0.1,,,0.962381446,0.174917775,113
2,0,126,0.125,,,0.967361206,0.173832437,110
2,0,126,0.15,,,0.978651809,0.173702303,107
2,0,126,0.175,,,1.021378422,0.181015736,104
2,0,126,0.2,,,1.067321869,0.191834838,101
2,0,126,0.225,,,1.139115006,0.211712017,98
2,0,126,0.25,,,1.193593744,0.232708865,95
2,0,126,0.375,,,1.831832539,0.60258611,79
2,0,126,0.5,,,2.83705241,1.816153433,64
2,0,158,0,,,1.046665536,0.222602189,158
2,0,158,0.005,,,1.032266173,0.213759631,157
2,0,158,0.01,,,1.022759735,0.20997854,156
2,0,158,0.015,,,1.022411667,0.206960462,155
2,0,158,0.02,,,1.018427341,0.206305642,154
2,0,158,0.025,,,1.007830756,0.203588233,154
2,0,158,0.05,,,0.986904252,0.190888135,150
2,0,158,0.075,,,0.961701968,0.179208129,146
2,0,158,0.1,,,0.954145129,0.173940715,142
2,0,158,0.125,,,0.955644537,0.172868141,138
2,0,158,0.15,,,0.988881715,0.175427546,134
2,0,158,0.175,,,1.00526476,0.180010822,130
2,0,158,0.2,,,1.056091704,0.190270262,126
2,0,158,0.225,,,1.143207635,0.208518335,122
2,0,158,0.25,,,1.142177407,0.216151187,119
2,0,158,0.375,,,1.690686311,0.530242489,99
2,0,158,0.5,,,2.584999168,1.552518463,80
2,0,199,0,,,1.029655445,0.218275258,199
2,0,199,0.005,,,1.018716503,0.212026437,198
2,0,199,0.01,,,1.007778018,0.207204807,197
2,0,199,0.015,,,1.003437392,0.20274725,196
2,0,199,0.02,,,0.996989094,0.200144364,195
2,0,199,0.025,,,0.987948277,0.196735076,194
2,0,199,0.05,,,0.973500437,0.185356112,189
2,0,199,0.075,,,0.955422799,0.177201871,184
2,0,199,0.1,,,0.940517359,0.172098073,179
2,0,199,0.125,,,0.936473449,0.165608187,174
2,0,199,0.15,,,0.9578224,0.168588182,169
2,0,199,0.175,,,0.973276663,0.174613097,164
2,0,199,0.2,,,1.014488219,0.183973609,159
2,0,199,0.225,,,1.090971199,0.198004424,154
2,0,199,0.25,,,1.113889933,0.207827204,150
2,0,199,0.375,,,1.592124516,0.457092371,125
2,0,199,0.5,,,2.351035313,1.252708176,101
2,0,251,0,,,1.037312382,0.217474298,251
2,0,251,0.005,,,1.027961519,0.216407731,249
2,0,251,0.01,,,1.014699559,0.206487719,248
2,0,251,0.015,,,1.011356311,0.199903741,247
2,0,251,0.02,,,1.002529051,0.199133861,246
2,0,251,0.025,,,0.992876779,0.19557179,244
2,0,251,0.05,,,0.963210995,0.183463644,238
2,0,251,0.075,,,0.950167302,0.177420866,232
2,0,251,0.1,,,0.942640867,0.169726633,226
2,0,251,0.125,,,0.933751134,0.165988764,220
2,0,251,0.15,,,0.946142501,0.163658998,213
2,0,251,0.175,,,0.961760389,0.16480247,207
2,0,251,0.2,,,0.99669141,0.170631751,201
2,0,251,0.225,,,1.024692168,0.18095679,195
2,0,251,0.25,,,1.078032654,0.195837084,189
2,0,251,0.375,,,1.471059396,0.387011134,158
2,0,251,0.5,,,2.226236349,1.165560496,127
2,0,316,0,,,1.035331344,0.212783889,316
2,0,316,0.005,,,1.033546743,0.208128507,314
2,0,316,0.01,,,1.025558621,0.208181525,312
2,0,316,0.015,,,1.01508608,0.20387851,311
2,0,316,0.02,,,1.010287357,0.203878247,309
2,0,316,0.025,,,1.004857177,0.197830774,308
2,0,316,0.05,,,0.985826113,0.188209365,300
2,0,316,0.075,,,0.962229033,0.181377926,292
2,0,316,0.1,,,0.9522377,0.174748738,284
2,0,316,0.125,,,0.953513192,0.170533962,276
2,0,316,0.15,,,0.960195392,0.167857354,268
2,0,316,0.175,,,0.972931548,0.171702475,261
2,0,316,0.2,,,0.987226197,0.174031931,253
2,0,316,0.225,,,1.01667402,0.18338662,245
2,0,316,0.25,,,1.069539979,0.199293043,237
2,0,316,0.375,,,1.440846273,0.373218371,198
2,0,316,0.5,,,2.136016824,1.072518633,159
2,0,398,0,,,1.044197332,0.211391869,398
2,0,398,0.005,,,1.027713046,0.20394787,396
2,0,398,0.01,,,1.022781525,0.199499596,394
2,0,398,0.015,,,1.015800454,0.1975164,392
2,0,398,0.02,,,1.012590761,0.195292537,390
2,0,398,0.025,,,1.007207352,0.192131324,388
2,0,398,0.05,,,0.981429853,0.183930075,378
2,0,398,0.075,,,0.961999337,0.176792567,368
2,0,398,0.1,,,0.948297762,0.171261236,358
2,0,398,0.125,,,0.944500469,0.165539384,348
2,0,398,0.15,,,0.938858122,0.164625635,338
2,0,398,0.175,,,0.949593475,0.162870689,328
2,0,398,0.2,,,0.973442867,0.167690644,318
2,0,398,0.225,,,1.000560303,0.175002252,308
2,0,398,0.25,,,1.015056677,0.184742391,299
2,0,398,0.375,,,1.399518528,0.353298858,249
2,0,398,0.5,,,2.010267144,0.906953179,200
2,0,501,0,,,1.062126855,0.21818623,501
2,0,501,0.005,,,1.055379673,0.211381069,498
2,0,501,0.01,,,1.044815306,0.204482273,496
2,0,501,0.015,,,1.039260958,0.202397146,493
2,0,501,0.02,,,1.037255579,0.20142103,491
2,0,501,0.025,,,1.029644477,0.198748342,488
2,0,501,0.05,,,1.005637329,0.183717863,476
2,0,501,0.075,,,0.975618576,0.175172813,463
2,0,501,0.1,,,0.955512271,0.170315683,451
2,0,501,0.125,,,0.952617758,0.167361025,438
2,0,501,0.15,,,0.948960961,0.163618921,426
2,0,501,0.175,,,0.957304684,0.163487545,413
2,0,501,0.2,,,0.967488881,0.166833454,401
2,0,501,0.225,,,0.995193448,0.172552561,388
2,0,501,0.25,,,1.013017621,0.179326769,376
2,0,501,0.375,,,1.320537968,0.309944246,314
2,0,501,0.5,,,1.842051174,0.764812219,252
2,0,632,0,,,1.073035428,0.220549259,632
2,0,632,0.005,,,1.054065578,0.214499048,628
2,0,632,0.01,,,1.046593993,0.210631748,625
2,0,632,0.015,,,1.034019842,0.20632954,622
2,0,632,0.02,,,1.032219635,0.201112829,619
2,0,632,0.025,,,1.025322133,0.197537022,616
2,0,632,0.05,,,0.99843009,0.183814183,600
2,0,632,0.075,,,0.981227519,0.176873394,584
2,0,632,0.1,,,0.960370378,0.169974021,569
2,0,632,0.125,,,0.938953338,0.165210922,553
2,0,632,0.15,,,0.941380077,0.160200969,537
2,0,632,0.175,,,0.947525421,0.160967414,521
2,0,632,0.2,,,0.951844695,0.163383852,506
2,0,632,0.225,,,0.980151214,0.168752817,490
2,0,632,0.25,,,1.007503001,0.175852042,474
2,0,632,0.375,,,1.313759398,0.306110165,395
2,0,632,0.5,,,1.829911911,0.773876043,317
2,0,795,0,,,1.078839837,0.225735037,795
2,0,795,0.005,,,1.061317248,0.21685176,791
2,0,795,0.01,,,1.050492399,0.212843268,787
2,0,795,0.015,,,1.044565954,0.209308154,783
2,0,795,0.02,,,1.038724264,0.204592855,779
2,0,795,0.025,,,1.03538933,0.202265851,775
2,0,795,0.05,,,1.017490746,0.191171141,755
2,0,795,0.075,,,0.990635952,0.181626828,735
2,0,795,0.1,,,0.969270964,0.173297887,715
2,0,795,0.125,,,0.95697843,0.168108285,696
2,0,795,0.15,,,0.949108161,0.162308604,676
2,0,795,0.175,,,0.944075402,0.162896415,656
2,0,795,0.2,,,0.955487108,0.164653896,636
2,0,795,0.225,,,0.971442406,0.168837963,616
2,0,795,0.25,,,0.985420764,0.17226356,597
2,0,795,0.375,,,1.211347774,0.268156892,498
2,0,795,0.5,,,1.695036498,0.656747224,399
2,0,1001,0,,,1.061364056,0.213537997,1001
2,0,1001,0.005,,,1.044593041,0.20684078,996
2,0,1001,0.01,,,1.041910334,0.20361209,991
2,0,1001,0.015,,,1.033206947,0.200516132,986
2,0,1001,0.02,,,1.023788917,0.197127473,981
2,0,1001,0.025,,,1.017861029,0.193611523,976
2,0,1001,0.05,,,1.00040933,0.184075686,951
2,0,1001,0.075,,,0.974504023,0.174866983,926
2,0,1001,0.1,,,0.955840657,0.167611551,901
2,0,1001,0.125,,,0.944954947,0.160241225,876
2,0,1001,0.15,,,0.934504628,0.156794674,851
2,0,1001,0.175,,,0.942373948,0.155369067,826
2,0,1001,0.2,,,0.945766777,0.156520503,801
2,0,1001,0.225,,,0.961811401,0.159815856,776
2,0,1001,0.25,,,0.974228058,0.165392709,751
2,0,1001,0.375,,,1.207779172,0.267339156,626
2,0,1001,0.5,,,1.620293746,0.592721037,502
2,0,1261,0,,,1.074723838,0.213667727,1261
2,0,1261,0.005,,,1.064146557,0.20730664,1254
2,0,1261,0.01,,,1.04828433,0.203713259,1248
2,0,1261,0.015,,,1.046638851,0.199803148,1242
2,0,1261,0.02,,,1.044749663,0.195270408,1235
2,0,1261,0.025,,,1.039978577,0.194542861,1229
2,0,1261,0.05,,,1.012112629,0.181484883,1198
2,0,1261,0.075,,,0.987111955,0.171470212,1166
2,0,1261,0.1,,,0.968724758,0.165247899,1135
2,0,1261,0.125,,,0.95166075,0.160325428,1103
2,0,1261,0.15,,,0.93707061,0.158234991,1072
2,0,1261,0.175,,,0.932464919,0.155647189,1040
2,0,1261,0.2,,,0.938028427,0.154912983,1009
2,0,1261,0.225,,,0.948517709,0.156599279,977
2,0,1261,0.25,,,0.958298568,0.161110371,946
2,0,1261,0.375,,,1.163124029,0.245378723,789
2,0,1261,0.5,,,1.571383085,0.520622749,632
2,0,1588,0,,,1.07986469,0.223412689,1588
2,0,1588,0.005,,,1.070843759,0.215583715,1580
2,0,1588,0.01,,,1.061536912,0.210400139,1572
2,0,1588,0.015,,,1.056794054,0.205952378,1564
2,0,1588,0.02,,,1.05751145,0.203717529,1556
2,0,1588,0.025,,,1.047866388,0.198396918,1548
2,0,1588,0.05,,,1.028528637,0.18532415,1508
2,0,1588,0.075,,,0.99809445,0.177835183,1469
2,0,1588,0.1,,,0.990582981,0.170386186,1429
2,0,1588,0.125,,,0.963932356,0.166771519,1389
2,0,1588,0.15,,,0.953965196,0.162942025,1350
2,0,1588,0.175,,,0.95228909,0.161271035,1310
2,0,1588,0.2,,,0.952677591,0.159980285,1270
2,0,1588,0.225,,,0.964488724,0.160842109,1231
2,0,1588,0.25,,,0.976688703,0.169217729,1191
2,0,1588,0.375,,,1.169570254,0.249654465,993
2,0,1588,0.5,,,1.540988602,0.511988935,795
2,0,2000,0,,,1.075475981,0.222950489,2000
2,0,2000,0.005,,,1.070314275,0.217456404,1990
2,0,2000,0.01,,,1.057110975,0.211416666,1980
2,0,2000,0.015,,,1.054773171,0.208033365,1970
2,0,2000,0.02,,,1.047505952,0.204559411,1960
2,0,2000,0.025,,,1.045597436,0.199596904,1950
2,0,2000,0.05,,,1.028732565,0.187713652,1900
2,0,2000,0.075,,,1.006946697,0.178509244,1850
2,0,2000,0.1,,,0.975851011,0.169135209,1800
2,0,2000,0.125,,,0.972489789,0.1646972,1750
2,0,2000,0.15,,,0.958917581,0.160252928,1700
2,0,2000,0.175,,,0.950633549,0.158133746,1650
2,0,2000,0.2,,,0.944829553,0.159349715,1600
2,0,2000,0.225,,,0.948418147,0.162319723,1550
2,0,2000,0.25,,,0.972353805,0.16732268,1500
2,0,2000,0.375,,,1.149911589,0.23905368,1250
2,0,2000,0.5,,,1.434604626,0.44394139,1001
2,3,50,0,,,2.075437929,1.450298843,50
2,3,50,0.005,,,1.68415939,0.832473671,49
2,3,50,0.01,,,1.487875462,0.588365828,49
2,3,50,0.015,,,1.366886134,0.470706584,49
2,3,50,0.02,,,1.280155604,0.409501307,49
2,3,50,0.025,,,1.37572517,0.442303616,48
2,3,50,0.05,,,1.19881683,0.304017387,47
2,3,50,0.075,,,1.146097496,0.236423259,46
2,3,50,0.1,,,1.098800148,0.208380822,45
2,3,50,0.125,,,1.109982796,0.199743382,44
2,3,50,0.15,,,1.177633433,0.192305667,42
2,3,50,0.175,,,1.197680061,0.187724664,41
2,3,50,0.2,,,1.222961929,0.191170692,40
2,3,50,0.225,,,1.244706123,0.194787849,39
2,3,50,0.25,,,1.285972824,0.202613159,38
2,3,50,0.375,,,1.541535604,0.322886075,32
2,3,50,0.5,,,2.083193904,0.773032436,26
2,3,63,0,,,2.121257989,1.497313266,63
2,3,63,0.005,,,1.674172806,0.786574299,62
2,3,63,0.01,,,1.460321161,0.555219274,62
2,3,63,0.015,,,1.351087268,0.475603316,62
2,3,63,0.02,,,1.409538046,0.48472375,61
2,3,63,0.025,,,1.309481676,0.403963876,61
2,3,63,0.05,,,1.172867467,0.294350072,60
2,3,63,0.075,,,1.151355479,0.247924642,58
2,3,63,0.1,,,1.107323093,0.218843595,57
2,3,63,0.125,,,1.114490436,0.202159515,55
2,3,63,0.15,,,1.099528546,0.19268647,54
2,3,63,0.175,,,1.121756092,0.188441897,52
2,3,63,0.2,,,1.139679779,0.183165314,51
2,3,63,0.225,,,1.189948291,0.188845374,49
2,3,63,0.25,,,1.194357716,0.185498477,48
2,3,63,0.375,,,1.504616027,0.308478896,40
2,3,63,0.5,,,1.894746292,0.613007738,33
2,3,79,0,,,2.170625664,1.575336161,79
2,3,79,0.005,,,1.644836077,0.766757986,78
2,3,79,0.01,,,1.42516097,0.550562701,78
2,3,79,0.015,,,1.474442627,0.546045524,77
2,3,79,0.02,,,1.359362347,0.460353572,77
2,3,79,0.025,,,1.285746601,0.413221072,77
2,3,79,0.05,,,1.191207523,0.303641928,75
2,3,79,0.075,,,1.149159014,0.256604805,73
2,3,79,0.1,,,1.104338593,0.223308872,71
2,3,79,0.125,,,1.086474409,0.20176541,69
2,3,79,0.15,,,1.09187547,0.192542222,67
2,3,79,0.175,,,1.099485932,0.182920394,65
2,3,79,0.2,,,1.122763752,0.181271036,63
2,3,79,0.225,,,1.165343428,0.183244155,61
2,3,79,0.25,,,1.136944175,0.183835698,60
2,3,79,0.375,,,1.426994733,0.283569646,50
2,3,79,0.5,,,1.759114401,0.569350974,41
2,3,100,0,,,2.239492719,1.763867337,100
2,3,100,0.005,,,1.61522741,0.778926239,99
2,3,100,0.01,,,1.435088464,0.591118978,99
2,3,100,0.015,,,1.412080749,0.524635663,98
2,3,100,0.02,,,1.313659316,0.442395424,98
2,3,100,0.025,,,1.327039742,0.422380004,97
2,3,100,0.05,,,1.181798511,0.29986798,95
2,3,100,0.075,,,1.140775718,0.256737087,92
2,3,100,0.1,,,1.089477999,0.22037631,90
2,3,100,0.125,,,1.063764742,0.199265064,87
2,3,100,0.15,,,1.050054648,0.185362619,85
2,3,100,0.175,,,1.064276792,0.176568829,82
2,3,100,0.2,,,1.061874009,0.169012073,80
2,3,100,0.225,,,1.114708172,0.172798251,77
2,3,100,0.25,,,1.105961955,0.173163181,75
2,3,100,0.375,,,1.332450153,0.257311541,63
2,3,100,0.5,,,1.733778685,0.56297578,51
2,3,126,0,,,2.311463843,1.860352103,126
2,3,126,0.005,,,1.591584309,0.724691177,125
2,3,126,0.01,,,1.526673006,0.61414257,124
2,3,126,0.015,,,1.371078457,0.48818993,124
2,3,126,0.02,,,1.348848112,0.435833754,123
2,3,126,0.025,,,1.347004099,0.42062698,122
2,3,126,0.05,,,1.211654009,0.306580461,119
2,3,126,0.075,,,1.128130703,0.252248417,116
2,3,126,0.1,,,1.073998374,0.219596091,113
2,3,126,0.125,,,1.054333547,0.202292985,110
2,3,126,0.15,,,1.051190439,0.189330552,107
2,3,126,0.175,,,1.039583097,0.178990132,104
2,3,126,0.2,,,1.027610531,0.173783381,101
2,3,126,0.225,,,1.044047037,0.169661554,98
2,3,126,0.25,,,1.044158683,0.167942035,95
2,3,126,0.375,,,1.283051797,0.250637119,79
2,3,126,0.5,,,1.614150577,0.497233911,64
2,3,158,0,,,2.402700691,2.042112727,158
2,3,158,0.005,,,1.620834539,0.784982226,157
2,3,158,0.01,,,1.4972632,0.610596634,156
2,3,158,0.015,,,1.439842914,0.537192917,155
2,3,158,0.02,,,1.392764053,0.488089704,154
2,3,158,0.025,,,1.308175251,0.429952122,154
2,3,158,0.05,,,1.177988548,0.31558123,150
2,3,158,0.075,,,1.12310949,0.256878946,146
2,3,158,0.1,,,1.097524735,0.226535936,142
2,3,158,0.125,,,1.058714121,0.209268888,138
2,3,158,0.15,,,1.041363494,0.192149081,134
2,3,158,0.175,,,1.031976335,0.182288053,130
2,3,158,0.2,,,1.028695065,0.175901021,126
2,3,158,0.225,,,1.037844064,0.171648429,122
2,3,158,0.25,,,1.03390104,0.170865519,119
2,3,158,0.375,,,1.23523193,0.231992711,99
2,3,158,0.5,,,1.567447571,0.442659653,80
2,3,199,0,,,2.437588919,2.219636342,199
2,3,199,0.005,,,1.61847369,0.772166482,198
2,3,199,0.01,,,1.482808753,0.606198847,197
2,3,199,0.015,,,1.402000105,0.510770399,196
2,3,199,0.02,,,1.331303155,0.457718791,195
2,3,199,0.025,,,1.296759069,0.409924226,194
2,3,199,0.05,,,1.175992385,0.297657111,189
2,3,199,0.075,,,1.101896711,0.249868908,184
2,3,199,0.1,,,1.063927028,0.211530201,179
2,3,199,0.125,,,1.040310997,0.191411546,174
2,3,199,0.15,,,1.023342805,0.179449158,169
2,3,199,0.175,,,1.007152767,0.168108956,164
2,3,199,0.2,,,1.004762803,0.162823195,159
2,3,199,0.225,,,1.013397508,0.159500709,154
2,3,199,0.25,,,1.010806601,0.155875138,150
2,3,199,0.375,,,1.167651898,0.204364847,125
2,3,199,0.5,,,1.440716298,0.38565421,101
2,3,251,0,,,2.503831765,2.41678087,251
2,3,251,0.005,,,1.660519111,0.817656609,249
2,3,251,0.01,,,1.484082111,0.622593611,248
2,3,251,0.015,,,1.402826383,0.516105307,247
2,3,251,0.02,,,1.330505835,0.455293439,246
2,3,251,0.025,,,1.32651186,0.420615216,244
2,3,251,0.05,,,1.169004827,0.298734266,238
2,3,251,0.075,,,1.099868618,0.250728616,232
2,3,251,0.1,,,1.051200329,0.217875344,226
2,3,251,0.125,,,1.022617911,0.199849452,220
2,3,251,0.15,,,1.002245142,0.178977794,213
2,3,251,0.175,,,0.98493464,0.168852437,207
2,3,251,0.2,,,0.967544487,0.162842953,201
2,3,251,0.225,,,0.96377234,0.158406006,195
2,3,251,0.25,,,0.964021677,0.158085122,189
2,3,251,0.375,,,1.095736787,0.189055302,158
2,3,251,0.5,,,1.381219725,0.35644341,127
2,3,316,0,,,2.584031337,2.48724018,316
2,3,316,0.005,,,1.605105247,0.76006287,314
2,3,316,0.01,,,1.504522629,0.6234489,312
2,3,316,0.015,,,1.378304364,0.507625209,311
2,3,316,0.02,,,1.358726035,0.469351211,309
2,3,316,0.025,,,1.299980687,0.423378174,308
2,3,316,0.05,,,1.176376408,0.303452247,300
2,3,316,0.075,,,1.126332313,0.254719929,292
2,3,316,0.1,,,1.077376207,0.223330296,284
2,3,316,0.125,,,1.042840433,0.203529638,276
2,3,316,0.15,,,1.008746316,0.186970654,268
2,3,316,0.175,,,0.987501525,0.173501928,261
2,3,316,0.2,,,0.980575922,0.166447616,253
2,3,316,0.225,,,0.977109316,0.160774146,245
2,3,316,0.25,,,0.992846613,0.159841269,237
2,3,316,0.375,,,1.082193566,0.190465159,198
2,3,316,0.5,,,1.368820631,0.348983975,159
2,3,398,0,,,2.695996889,2.807931916,398
2,3,398,0.005,,,1.642465558,0.79829781,396
2,3,398,0.01,,,1.479041419,0.594244487,394
2,3,398,0.015,,,1.411788796,0.508473591,392
2,3,398,0.02,,,1.353244002,0.453726304,390
2,3,398,0.025,,,1.315401057,0.414406769,388
2,3,398,0.05,,,1.189942638,0.309093828,378
2,3,398,0.075,,,1.123607933,0.246945619,368
2,3,398,0.1,,,1.065175794,0.216106033,358
2,3,398,0.125,,,1.023725717,0.192940158,348
2,3,398,0.15,,,0.997995942,0.181356909,338
2,3,398,0.175,,,0.978055902,0.170772613,328
2,3,398,0.2,,,0.969183957,0.162459115,318
2,3,398,0.225,,,0.980127899,0.156240996,308
2,3,398,0.25,,,0.964353774,0.153219347,299
2,3,398,0.375,,,1.08740941,0.19083969,249
2,3,398,0.5,,,1.343730228,0.324305785,200
2,3,501,0,,,2.758914152,3.090762506,501
2,3,501,0.005,,,1.625180782,0.772646652,498
2,3,501,0.01,,,1.476166816,0.605207695,496
2,3,501,0.015,,,1.41113282,0.518555793,493
2,3,501,0.02,,,1.349710867,0.464416021,491
2,3,501,0.025,,,1.327587394,0.421808937,488
2,3,501,0.05,,,1.200559241,0.30077298,476
2,3,501,0.075,,,1.131429633,0.253648685,463
2,3,501,0.1,,,1.096531924,0.225501943,451
2,3,501,0.125,,,1.054342392,0.200290389,438
2,3,501,0.15,,,1.018151693,0.185953717,426
2,3,501,0.175,,,0.989110262,0.173209889,413
2,3,501,0.2,,,0.972624152,0.165122372,401
2,3,501,0.225,,,0.963991577,0.157697567,388
2,3,501,0.25,,,0.954038577,0.154881298,376
2,3,501,0.375,,,1.036616591,0.181627268,314
2,3,501,0.5,,,1.272297517,0.30392208,252
2,3,632,0,,,2.880813271,3.35191028,632
2,3,632,0.005,,,1.657806685,0.824273465,628
2,3,632,0.01,,,1.497872114,0.615995336,625
2,3,632,0.015,,,1.404010894,0.513616365,622
2,3,632,0.02,,,1.341432482,0.451403686,619
2,3,632,0.025,,,1.307584611,0.415452705,616
2,3,632,0.05,,,1.198046393,0.304038737,600
2,3,632,0.075,,,1.135589711,0.254451824,584
2,3,632,0.1,,,1.078029596,0.222586886,569
2,3,632,0.125,,,1.041766377,0.202739776,553
2,3,632,0.15,,,1.009844986,0.1833311,537
2,3,632,0.175,,,0.980701973,0.169729098,521
2,3,632,0.2,,,0.963500671,0.162646896,506
2,3,632,0.225,,,0.959828029,0.158984568,490
2,3,632,0.25,,,0.951652258,0.153887442,474
2,3,632,0.375,,,1.04487064,0.177161758,395
2,3,632,0.5,,,1.245118513,0.283370479,317
2,3,795,0,,,2.937868467,3.515390744,795
2,3,795,0.005,,,1.635492589,0.81465409,791
2,3,795,0.01,,,1.50915937,0.623059997,787
2,3,795,0.015,,,1.406757467,0.534261002,783
2,3,795,0.02,,,1.353123477,0.46930451,779
2,3,795,0.025,,,1.321388329,0.427706826,775
2,3,795,0.05,,,1.195760733,0.308997033,755
2,3,795,0.075,,,1.147054703,0.261650289,735
2,3,795,0.1,,,1.090578866,0.230890926,715
2,3,795,0.125,,,1.039984668,0.210242827,696
2,3,795,0.15,,,1.014273899,0.19137712,676
2,3,795,0.175,,,0.987033874,0.177348813,656
2,3,795,0.2,,,0.971583543,0.167359797,636
2,3,795,0.225,,,0.958623237,0.161157613,616
2,3,795,0.25,,,0.94887671,0.157384989,597
2,3,795,0.375,,,1.027897722,0.179609988,498
2,3,795,0.5,,,1.22461884,0.271006045,399
2,3,1001,0,,,3.073098045,3.88355877,1001
2,3,1001,0.005,,,1.619924174,0.800297257,996
2,3,1001,0.01,,,1.4868192,0.609360223,991
2,3,1001,0.015,,,1.404414415,0.510042366,986
2,3,1001,0.02,,,1.351960598,0.44862758,981
2,3,1001,0.025,,,1.31199297,0.411090133,976
2,3,1001,0.05,,,1.191757676,0.302297386,951
2,3,1001,0.075,,,1.11385165,0.246475413,926
2,3,1001,0.1,,,1.055703362,0.216717703,901
2,3,1001,0.125,,,1.033349208,0.195336245,876
2,3,1001,0.15,,,1.0019673,0.17936998,851
2,3,1001,0.175,,,0.976003193,0.164632679,826
2,3,1001,0.2,,,0.96062129,0.159543246,801
2,3,1001,0.225,,,0.932326688,0.152182612,776
2,3,1001,0.25,,,0.926475716,0.150250042,751
2,3,1001,0.375,,,0.992239883,0.165259315,626
2,3,1001,0.5,,,1.153393061,0.251255678,502
2,3,1261,0,,,3.182277533,4.221440575,1261
2,3,1261,0.005,,,1.650729728,0.810489745,1254
2,3,1261,0.01,,,1.514999743,0.617594969,1248
2,3,1261,0.015,,,1.419153711,0.523109517,1242
2,3,1261,0.02,,,1.372392767,0.466932662,1235
2,3,1261,0.025,,,1.320243469,0.425330722,1229
2,3,1261,0.05,,,1.202014685,0.307919733,1198
